itemid,label,category,param_type,origin
223939,Brachial Pulse R,Cardiovascular (Pulses),Text,chartevents
223940,Femoral Pulse R,Cardiovascular (Pulses),Text,chartevents
223941,Popliteal Pulse R,Cardiovascular (Pulses),Text,chartevents
223942,Graft/Flap Pulse,Cardiovascular,Text,chartevents
223943,Dorsal PedPulse L,Cardiovascular (Pulses),Text,chartevents
223944,Brachial Pulse L,Cardiovascular (Pulses),Text,chartevents
223945,Femoral Pulse L,Cardiovascular (Pulses),Text,chartevents
223946,Popliteal Pulse L,Cardiovascular (Pulses),Text,chartevents
223947,PostTib. Pulses L,Cardiovascular (Pulses),Text,chartevents
223948,Radial Pulse L,Cardiovascular (Pulses),Text,chartevents
223949,Ulnar Pulse L,Cardiovascular (Pulses),Text,chartevents
223951,Capillary Refill R,Cardiovascular (Pulses),Text,chartevents
223952,Pericardial Drain Status,Cardiovascular,Text,chartevents
223953,Pericardial Drain Drainage,Cardiovascular,Text,chartevents
223954,Pericardial Drain Site,Cardiovascular,Text,chartevents
223955,Temporary Pacemaker Type,Cardiovascular (Pacer Data),Text,chartevents
223956,Temporary Pacemaker Mode,Cardiovascular (Pacer Data),Text,chartevents
223957,Pacer Rate,Cardiovascular (Pulses),Text,chartevents
223958,Temporary Venticular Sens Threshold mV,Cardiovascular (Pacer Data),Numeric,chartevents
223960,Temporary Venticular Stim Threshold mA,Cardiovascular (Pacer Data),Numeric,chartevents
223961,Temporary Pacemaker Wire Condition,Cardiovascular (Pacer Data),Text,chartevents
223962,Temporary Pacemaker Wires Venticular,Cardiovascular (Pacer Data),Numeric,chartevents
223963,Temporary Pacemaker Wires Ground,Cardiovascular (Pacer Data),Numeric,chartevents
223964,Transcutaneous Pacer,Cardiovascular (Pacer Data),Text,chartevents
223966,Transcutaneous Pacer Placement,Cardiovascular (Pacer Data),Text,chartevents
223967,Angio Site # 1,Cardiovascular,Text,chartevents
223968,Angio Appearance # 1,Cardiovascular,Text,chartevents
223969,Transcutaneous Pacer Rate,Cardiovascular (Pacer Data),Numeric,chartevents
223970,Angio Dressing # 1,Cardiovascular,Text,chartevents
223971,Angio Site # 2,Cardiovascular,Text,chartevents
223972,Angio Appearance # 2,Cardiovascular,Text,chartevents
223973,Angio Dressing # 2,Cardiovascular,Text,chartevents
223976,RUE Color,Cardiovascular,Text,chartevents
223979,RLE Color,Cardiovascular,Text,chartevents
223982,LUE Color,Cardiovascular,Text,chartevents
223983,LLE Color,Cardiovascular,Text,chartevents
223985,Respiratory Pattern,Pulmonary,Text,chartevents
223986,RUL Lung Sounds,Pulmonary,Text,chartevents
223987,RLL Lung Sounds,Pulmonary,Text,chartevents
223988,LUL Lung Sounds,Pulmonary,Text,chartevents
223989,LLL Lung Sounds,Pulmonary,Text,chartevents
223990,Respiratory Effort,Pulmonary,Text,chartevents
223991,Cough Effort,Pulmonary,Text,chartevents
223992,Cough Type,Pulmonary,Text,chartevents
223993,Chest Tube Site # 1,Pulmonary,Text,chartevents
223994,CT #1 Suction Amount,Pulmonary,Text,chartevents
223995,CT #1 Fluctuate,Pulmonary,Text,chartevents
223996,CT #1 Drainage,Pulmonary,Text,chartevents
223997,CT #1 Dressing,Pulmonary,Text,chartevents
223998,CT #1 Crepitus,Pulmonary,Text,chartevents
223999,Oral Cavity,GI/GU,Text,chartevents
224000,Nares R,GI/GU,Text,chartevents
224001,Diet Type,GI/GU,Text,chartevents
224003,Abdominal Assessment,GI/GU,Text,chartevents
224004,Bowel Sounds,GI/GU,Text,chartevents
224005,Flatus,GI/GU,Text,chartevents
224006,Emesis Appearance,GI/GU,Text,chartevents
224007,GI #1 Intub Site,GI/GU,Text,chartevents
224009,GI #1 Tube Drainage,GI/GU,Text,chartevents
224010,GI #1 Tube Place Check,GI/GU,Text,chartevents
224011,Stool Consistency,GI/GU,Text,chartevents
224012,Stool Management,GI/GU,Text,chartevents
224013,Stool Guaiac,GI/GU,Text,chartevents
224015,Urine Source,GI/GU,Text,chartevents
224016,Urine Color,GI/GU,Text,chartevents
224017,GU Catheter Size,GI/GU,Text,chartevents
224019,Bladder Irrigation,GI/GU,Text,chartevents
224023,Support Systems,Restraint/Support Systems,Text,chartevents
224024,Family Communication,Restraint/Support Systems,Text,chartevents
224025,Spiritual Support,Restraint/Support Systems,Text,chartevents
224026,Skin Integrity,Skin - Assessment,Text,chartevents
224027,Skin Temperature,Skin - Assessment,Text,chartevents
224028,Skin Color,Skin - Assessment,Text,chartevents
224031,Edema Location,Skin - Incisions,Text,chartevents
224032,Impaired Skin Site #1,Skin - Impairment,Text,chartevents
224037,Impaired Skin Cleanse #1,Skin - Impairment,Text,chartevents
224038,Impaired Skin Treatment #1,Skin - Impairment,Text,chartevents
224040,Incision Closure #1,Skin - Incisions,Text,chartevents
224041,Incision Drainage #1,Skin - Incisions,Text,chartevents
224042,Incision Dressing #1,Skin - Incisions,Text,chartevents
224043,Incision Cleansing #1,Skin - Incisions,Text,chartevents
224044,Incision Packing #1,Skin - Incisions,Text,chartevents
224054,Braden Sensory Perception,Skin - Assessment,Text,chartevents
224055,Braden Moisture,Skin - Assessment,Text,chartevents
224056,Braden Activity,Skin - Assessment,Text,chartevents
224057,Braden Mobility,Skin - Assessment,Text,chartevents
224058,Braden Nutrition,Skin - Assessment,Text,chartevents
224059,Braden Friction/Shear,Skin - Assessment,Text,chartevents
224061,Reason for Restraint (Behavioral)_V1,Restraint/Support Systems,Text,chartevents
224062,Less Restrictive Measures (Acute Med/Surgical),Restraint/Support Systems,Text,chartevents
224063,Restraint Type,Restraint/Support Systems,Text,chartevents
224064,Restraint Location_V1,Restraint/Support Systems,Text,chartevents
224065,Circulation/Skin Integrity,Restraint/Support Systems,Text,chartevents
224066,Position Change,Restraint/Support Systems,Text,chartevents
224067,Range of Motion,Restraint/Support Systems,Text,chartevents
224068,Restraints Evaluated_V1,Restraint/Support Systems,Text,chartevents
224069,Side Rails_V1,Restraint/Support Systems,Text,chartevents
224070,Sitter,Restraint/Support Systems,Text,chartevents
224072,Education Learner,Restraint/Support Systems,Text,chartevents
224073,Education Topic,Restraint/Support Systems,Text,chartevents
224075,Education Readiness,Restraint/Support Systems,Text,chartevents
224076,Education Barrier,Restraint/Support Systems,Text,chartevents
224077,Education Method,Restraint/Support Systems,Text,chartevents
224078,Education Handout,Restraint/Support Systems,Text,chartevents
224079,Education Response,Restraint/Support Systems,Text,chartevents
224080,Head of Bed,Treatments,Text,chartevents
224082,Turn,Treatments,Text,chartevents
224084,Activity,Treatments,Text,chartevents
224085,Assistance Device,Treatments,Text,chartevents
224086,Activity Tolerance,Treatments,Text,chartevents
224087,Therapeutic Bed,Treatments,Text,chartevents
224088,Pressure Reducing Device,Treatments,Text,chartevents
224089,Anti Embolic Device,Treatments,Text,chartevents
224090,Knee Immobilizer Status,Treatments,Text,chartevents
224091,Continuous Pressure Machine Status,Treatments,Text,chartevents
224092,Range of Motion Location,Treatments,Text,chartevents
224093,Position,Treatments,Text,chartevents
224101,Chest PT R/L,Treatments,Text,chartevents
224105,Warming Device,Treatments,Text,chartevents
224106,Cooling Device,Treatments,Text,chartevents
224109,Cervical Collar Type,Treatments,Text,chartevents
224110,Cervical Collar Status,Treatments,Text,chartevents
224112,Traction/Immobile #1,Treatments,Text,chartevents
224113,Traction/Immobile Location #1,Treatments,Text,chartevents
224114,PT Splint Location #1,Treatments,Text,chartevents
224119,22 Gauge Site Appear,Access Lines - Peripheral,Text,chartevents
224121,22 Gauge Reason Discontinued,Access Lines - Peripheral,Text,chartevents
224135,Dialysis Access Site,Dialysis,Text,chartevents
224139,Dialysis Site Appearance,Dialysis,Text,chartevents
224144,Blood Flow (ml/min),Dialysis,Numeric,chartevents
224145,Heparin Dose (per hour),Dialysis,Numeric,chartevents
224146,System Integrity,Dialysis,Text,chartevents
224149,Access Pressure,Dialysis,Numeric,chartevents
224150,Filter Pressure,Dialysis,Numeric,chartevents
224151,Effluent Pressure,Dialysis,Numeric,chartevents
224152,Return Pressure,Dialysis,Numeric,chartevents
224153,Replacement Rate,Dialysis,Numeric,chartevents
224154,Dialysate Rate,Dialysis,Numeric,chartevents
224161,Resp Alarm - High,Alarms,Numeric,chartevents
224162,Resp Alarm - Low,Alarms,Numeric,chartevents
224166,Doppler BP,Routine Vital Signs,Numeric,chartevents
224167,Manual Blood Pressure Systolic Left,Routine Vital Signs,Numeric,chartevents
224168,Parameters Checked,Alarms,Checkbox,chartevents
224169,MDI #1 Puff,Respiratory,Numeric,chartevents
224170,MDI #1 Drug,Respiratory,Text,chartevents
224172,MDI #2 Puff,Respiratory,Numeric,chartevents
224173,MDI #2 Drug,Respiratory,Text,chartevents
224175,MDI #3 Puff,Respiratory,Numeric,chartevents
224176,MDI #3 Drug,Respiratory,Text,chartevents
224178,Small Volume Neb Dose #2,Respiratory,Numeric,chartevents
224181,Small Volume Neb Drug #1,Respiratory,Text,chartevents
224183,PICC Line Cap Change,Access Lines - Invasive,Date and time,chartevents
224184,PICC Line Insertion Date,Access Lines - Invasive,Date and time,chartevents
224185,PICC Line Change over Wire Date,Access Lines - Invasive,Date and time,chartevents
224186,PICC Line Dressing Change,Access Lines - Invasive,Date and time,chartevents
224187,PICC Line Tubing Change,Access Lines - Invasive,Date and time,chartevents
224188,PICC Line Site Appear,Access Lines - Invasive,Text,chartevents
224191,Hourly Patient Fluid Removal,Dialysis,Numeric,chartevents
224192,Pulsus Paradoxus,Routine Vital Signs,Numeric,chartevents
224226,Impaired Skin Wound Base #1,Skin - Impairment,Text,chartevents
224259,Impaired Skin Drainage #1,Skin - Impairment,Text,chartevents
224261,Multi Lumen Cap Change,Access Lines - Invasive,Date and time,chartevents
224262,Multi Lumen Change over Wire Date,Access Lines - Invasive,Date and time,chartevents
224263,Multi Lumen,Access Lines - Invasive,Processes,chartevents
224264,PICC Line,Access Lines - Invasive,Processes,chartevents
224267,Cordis/Introducer,Access Lines - Invasive,Processes,chartevents
224268,Trauma line,Access Lines - Invasive,Processes,chartevents
224269,CCO PAC,Access Lines - Invasive,Processes,chartevents
224270,Dialysis Catheter,Access Lines - Invasive,Processes,chartevents
224272,IABP line,Access Lines - Invasive,Processes,chartevents
224273,Presep Catheter,Access Lines - Invasive,Processes,chartevents
224274,22 Gauge,Access Lines - Peripheral,Processes,chartevents
224275,20 Gauge,Access Lines - Peripheral,Processes,chartevents
224276,16 Gauge,Access Lines - Peripheral,Processes,chartevents
224277,18 Gauge,Access Lines - Peripheral,Processes,chartevents
224279,Multi Lumen Dressing Change,Access Lines - Invasive,Date and time,chartevents
224280,Multi Lumen Insertion Date,Access Lines - Invasive,Date and time,chartevents
224281,Multi Lumen Site Appear,Access Lines - Invasive,Text,chartevents
224282,Multi Lumen Tubing Change,Access Lines - Invasive,Date and time,chartevents
224283,Multi Lumen Waveform Appear,Access Lines - Invasive,Text,chartevents
224284,Arterial line Cap Change,Access Lines - Invasive,Date and time,chartevents
224285,Arterial line Change over Wire Date,Access Lines - Invasive,Date and time,chartevents
224287,Arterial Line Dressing Change,Access Lines - Invasive,Date and time,chartevents
224288,Arterial line Insertion Date,Access Lines - Invasive,Date and time,chartevents
224289,Arterial line Site Appear,Access Lines - Invasive,Text,chartevents
224290,Arterial line Tubing Change,Access Lines - Invasive,Date and time,chartevents
224291,Arterial line Waveform Appear,Access Lines - Invasive,Text,chartevents
224292,Cordis/Introducer Cap Change,Access Lines - Invasive,Date and time,chartevents
224293,Cordis/Introducer Change over Wire Date,Access Lines - Invasive,Date and time,chartevents
224295,Cordis/Introducer Dressing Change,Access Lines - Invasive,Date and time,chartevents
224296,Cordis/Introducer Insertion Date,Access Lines - Invasive,Date and time,chartevents
224297,Cordis/Introducer Site Appear,Access Lines - Invasive,Text,chartevents
224298,Cordis/Introducer Tubing Change,Access Lines - Invasive,Date and time,chartevents
224308,Capillary Refill L,Cardiovascular (Pulses),Text,chartevents
224309,Assisted Systole,IABP,Numeric,chartevents
224310,Augmented Diastole,IABP,Numeric,chartevents
224311,BAEDP,IABP,Numeric,chartevents
224314,ABI Brachial BP R (Impella),Impella,Numeric,chartevents
224315,ABI Brachial BP L,IABP,Numeric,chartevents
224317,ABI Ankle BP R,IABP,Numeric,chartevents
224318,ABI Ankle BP L (Impella),Impella,Numeric,chartevents
224322,IABP Mean,IABP,Numeric,chartevents
224327,PCA medication,Pain/Sedation,Text,chartevents
224328,PCA dose,Pain/Sedation,Numeric,chartevents
224329,PCA lockout (min),Pain/Sedation,Numeric,chartevents
224330,PCA 1 hour limit,Pain/Sedation,Numeric,chartevents
224331,PCA basal rate (mL/hour),Pain/Sedation,Numeric,chartevents
224332,PCA inject,Pain/Sedation,Numeric,chartevents
224336,Type of catheter (CVL),CVL Insertion,Text,chartevents
224337,Insertion site (CVL),CVL Insertion,Text,chartevents
224339,Guidewire exchange (CVL),CVL Insertion,Text,chartevents
224340,Side (CVL),CVL Insertion,Text,chartevents
224341,Acuity (CVL),CVL Insertion,Text,chartevents
224345,Barrier precautions in place (CVL),CVL Insertion,Text,chartevents
224347,Timeout performed by (CVL),CVL Insertion,Text,chartevents
224348,Patient identified correctly (CVL),CVL Insertion,Text,chartevents
224349,Verification of (CVL),CVL Insertion,Text,chartevents
224351,Number of attempts required to place line (CVL),CVL Insertion,Text,chartevents
224359,QTc,Routine Vital Signs,Numeric,chartevents
224363,VAD Beat Rate L,Hemodynamics,Numeric,chartevents
224366,Epidural Infusion Rate (mL/hr),Pain/Sedation,Numeric,chartevents
224367,Epidural Total Dose (mL),Pain/Sedation,Numeric,chartevents
224368,Epidural Medication,Pain/Sedation,Text,chartevents
224369,Sputum Consistency,Respiratory,Text,chartevents
224370,Sputum Color,Respiratory,Text,chartevents
224372,Sputum Source,Respiratory,Text,chartevents
224373,Sputum Amount,Respiratory,Text,chartevents
224375,Cont Neb - Med,Respiratory,Text,chartevents
224379,PCA cleared,Pain/Sedation,Text,chartevents
224380,Neuro Waveform Appearance,Neurological,Text,chartevents
224385,Intubation,1-Intubation/Extubation,Processes,chartevents
224389,Heart Sounds,Cardiovascular,Text,chartevents
224390,Temporary Atrial Sens,Cardiovascular (Pacer Data),Text,chartevents
224391,ETT Mark (location),Respiratory,Text,chartevents
224392,ETT Position Change,Respiratory,Text,chartevents
224404,ART Lumen Volume,Dialysis,Numeric,chartevents
224406,VEN Lumen Volume,Dialysis,Numeric,chartevents
224409,Pain Level Response,Pain/Sedation,Text,chartevents
224410,PCA bolus,Pain/Sedation,Numeric,chartevents
224411,Epidural Bolus (mL),Pain/Sedation,Numeric,chartevents
224413,TOF Response,Pain/Sedation,Text,chartevents
224414,TOF Twitch,Pain/Sedation,Text,chartevents
224415,ETT Mark (cm),Respiratory,Text,chartevents
224417,Cuff Pressure,Respiratory,Numeric,chartevents
224418,Cuff Volume (mL),Respiratory,Numeric,chartevents
224419,Negative Insp. Force,Respiratory,Numeric,chartevents
224420,Vital Cap,Respiratory,Numeric,chartevents
224421,Spont Vt,Respiratory,Numeric,chartevents
224422,Spont RR,Respiratory,Numeric,chartevents
224423,CT #2 Crepitus,Pulmonary,Text,chartevents
224424,CT #2 Drainage,Pulmonary,Text,chartevents
224425,CT #2 Dressing,Pulmonary,Text,chartevents
224426,CT #2 Fluctuate,Pulmonary,Text,chartevents
224427,CT #2 Suction Amount,Pulmonary,Text,chartevents
224428,CT #3 Crepitus,Pulmonary,Text,chartevents
224429,CT #4 Crepitus,Pulmonary,Text,chartevents
224430,CT #3 Drainage,Pulmonary,Text,chartevents
224431,CT #4 Drainage,Pulmonary,Text,chartevents
224432,CT #3 Dressing,Pulmonary,Text,chartevents
224433,CT #4 Dressing,Pulmonary,Text,chartevents
224434,CT #3 Fluctuate,Pulmonary,Text,chartevents
224435,CT #4 Fluctuate,Pulmonary,Text,chartevents
224436,CT #3 Suction Amount,Pulmonary,Text,chartevents
224437,CT #4 Suction Amount,Pulmonary,Text,chartevents
224438,Chest Tube Site # 2,Pulmonary,Text,chartevents
224439,Chest Tube Site #3,Pulmonary,Text,chartevents
224440,Chest Tube Site #4,Pulmonary,Text,chartevents
224441,GI #2 Intub Site,GI/GU,Text,chartevents
224442,GI #3 Intub Site,GI/GU,Text,chartevents
224443,GI #2 Tube Place Check,GI/GU,Text,chartevents
224444,GI #3 Tube Place Check,GI/GU,Text,chartevents
